Threshold,Metric,NPVR,n,formula,df,statistic,df2,p_value,uncertainty
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,4.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,5.0,,,0.0351138182966801
0.05,avg_shortestPathLength,0.0351138182966801,1000,two_sample_t,1000.0,6.0,,,0.0351138182966801
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,0.5,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,1.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,2.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,3.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,4.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,5.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,30,two_sample_t,30.0,6.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,0.5,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,1.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,2.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,3.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,4.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,5.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,50,two_sample_t,50.0,6.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,0.5,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,1.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,2.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,3.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,4.0,,,0.030563543135895
0.1,avg_shortestPathLength,0.030563543135895,75,two_sample_t,75.0,5.0,,,0.030563543135895
